(0.024999999441206455, 0.024999999441206455)
(0.16699999626725912, 0.09599999785423279)
(0.14899999666959046, 0.11366666412601867)
(0.31349999299272896, 0.16362499634269623)
(0.2579999942332506, 0.1824999959208071)
(0.3534999920986593, 0.21099999528378247)
(0.3619999919086695, 0.23257142337305206)
(0.40449999095872047, 0.2540624943212606)
(0.3314999925903976, 0.26266666079560913)
(0.32699999269098046, 0.2690999939851463)
(0.4139999907463789, 0.28227272096344014)
(0.35499999206513166, 0.2883333268885811)
(0.2624999941326678, 0.28634614744581854)
(0.4169999906793237, 0.29567856481964033)
(0.3399999924004078, 0.2986333266583581)
(0.3244999927468598, 0.30024999328888957)
(0.5109999885782599, 0.31264705183532315)
(0.4679999895393848, 0.32127777059665985)
(0.5274999882094562, 0.33213157152364914)
(0.421999990567565, 0.336624992475845)
(0.40599999092519284, 0.33992856383057585)
(0.6834999847225844, 0.35554544659839443)
(0.4274999904446304, 0.35867390502649166)
(0.7444999833591283, 0.3747499916236848)
(0.7714999827556313, 0.3906199912689627)
(0.7109999841079115, 0.4029422986858453)
(0.8369999812915921, 0.4190185091527248)
(0.7469999833032489, 0.43073213322952925)
(0.8064999819733203, 0.44368964525517723)
(0.9109999796375632, 0.45926665640125675)
(0.9824999780394137, 0.47614515064764895)
(0.7219999838620424, 0.4838281141855987)
(0.64299998562783, 0.4886515042293027)
(1.3184999705292284, 0.5130588120616535)
(1.2879999712109567, 0.5351999880373478)
(0.8534999809227883, 0.5440416545063879)
(1.2519999720156192, 0.5631756630877184)
(1.38649996900931, 0.5848420921909182)
(1.9104999572969974, 0.6188333195013305)
(1.8979999575763942, 0.650812485453207)
(1.4709999671205878, 0.6708170581768017)
(1.8324999590404332, 0.698476174864031)
(2.895999935269356, 0.7495813785943873)
(2.500999944098294, 0.7893863459922035)
(2.114999952726066, 0.8188444261418449)
(2.0779999535530806, 0.8462173723899152)
(2.477999944612384, 0.8809361505223082)
(3.047499931883067, 0.926072895967324)
(2.6969999397173523, 0.9622142642071205)
(2.6319999411702155, 0.9956099777463824)
(2.536999943293631, 1.0258333104041715)
(2.904499935079366, 1.0619615147248482)
(2.5534999429248275, 1.0901037492191876)
(2.77299993801862, 1.1212684934562143)
(2.775999937951565, 1.151354519719766)
(2.734999938867986, 1.1796339022045557)
(3.5764999200589953, 1.2216841832195457)
(3.2659999269992115, 1.2569310063881607)
(3.087499930988997, 1.2879575983305478)
(4.238499905262143, 1.3371333034460744)
(3.4204999235458673, 1.3712868545952512)
(4.685999895259738, 1.424749968154356)
(3.47899992223829, 1.4573571102826723)
(4.244499905128032, 1.5009062164521312)
(4.681499895360321, 1.5498384268968726)
(4.712999894656241, 1.5977651158023174)
(4.954499889258296, 1.6478656348091232)
(4.738499894086272, 1.6933161386220223)
(5.833999869599938, 1.75332604776663)
(4.663999895751476, 1.7949071027378418)
(5.251499882619828, 1.8435915080882923)
(6.508499854523689, 1.9083819017887842)
(5.890499868337065, 1.962931462974377)
(5.1689998844638465, 2.0062567119134243)
(5.284499881882221, 2.0499666208463414)
(6.214499861095101, 2.1047631108496145)
(6.469499855395407, 2.1614480036359236)
(5.936499867308885, 2.209846104452244)
(6.304999859072268, 2.2616834937512316)
(6.2099998611956835, 2.3110374483442864)
(6.319999858736992, 2.3605308114355545)
(5.611499874573201, 2.40017677562016)
(5.574499875400216, 2.438421632244016)
(5.722999872080981, 2.477523754146837)
(5.353999880328774, 2.5113646497489777)
(5.742499871645123, 2.548935989538468)
(6.251499860268086, 2.5914941949491532)
(7.3319998361170295, 2.6453635772351514)
(7.46649983311072, 2.699533647525888)
(6.672499850858003, 2.743677716451801)
(5.867499868851155, 2.778005432412233)
(5.356499880272895, 2.8060325459759357)
(5.965499866660684, 2.8400053128650193)
(6.503499854635447, 2.8789786590540665)
(6.150999862514436, 2.913420987511544)
(6.813999847695231, 2.954052017305124)
(7.038499842677266, 2.996159726845043)
(7.755499826651066, 3.044724421741023)
(7.34299983587116, 3.088141345116075)
