(0.11649999739602208, 0.11649999739602208)
(0.095499997865408665, 0.10599999763071538)
(0.13299999702721835, 0.11499999742954969)
(0.18849999578669668, 0.13337499701883643)
(0.23299999479204417, 0.15329999657347798)
(0.18099999595433475, 0.1579166631369541)
(0.1839999958872795, 0.16164285352985774)
(0.23699999470263719, 0.17106249617645519)
(0.1769999960437417, 0.17172221838393145)
(0.21049999529495836, 0.17559999607503415)
(0.24649999449029564, 0.18204545047642154)
(0.30099999327212573, 0.19195832904273025)
(0.6754999849013984, 0.22915384103185857)
(0.58999998681247234, 0.25492856573047384)
(0.54799998775124548, 0.27446666053185864)
(0.44949998995289209, 0.28540624362067318)
(0.37149999169632791, 0.29047058174277052)
(0.23499999474734068, 0.28738888246524663)
(0.4779999893158674, 0.29742104598370034)
(0.54749998776242137, 0.30992499307263638)
(0.31049999305978415, 0.30995237402440534)
(0.64099998567253347, 0.32499999273568386)
(0.43299999032169578, 0.32969564480464092)
(0.44699999000877144, 0.33458332585481304)
(0.46899998951703309, 0.33995999240130187)
(0.50349998874589796, 0.3462499922607094)
(0.59599998667836185, 0.35549999205395577)
(0.40949999084696176, 0.35742856343942025)
(0.64299998562783001, 0.36727585385971023)
(0.83199998140335085, 0.38276665811116495)
(0.84449998112395408, 0.39766128143415819)
(1.0264999770559371, 0.41731249067233878)
(1.0189999772235752, 0.43554544481025503)
(1.1319999746978282, 0.45602940157165428)
(0.94049997897818682, 0.46987141806898375)
(0.8344999813474715, 0.47999998927116394)
(1.1289999747648836, 0.49754052941964289)
(1.2674999716691673, 0.51780262000515664)
(1.3359999701380729, 0.53878203923933399)
(1.0974999754689634, 0.55274998764507477)
(0.72899998370558028, 0.55704876803679437)
(1.0374999768100679, 0.56848808253139615)
(1.2499999720603228, 0.58433719624137115)
(1.1719999738037585, 0.59769316845869813)
(1.3349999701604247, 0.61407776405206982)
(1.3799999691545963, 0.63072824677168993)
(1.0829999757930637, 0.64035104951682564)
(1.2284999725408852, 0.6526041520798268)
(1.4644999672658741, 0.66917345443056242)
(1.5004999664612115, 0.68579998467117553)
(1.6839999623596669, 0.70537253325330274)
(1.6889999622479082, 0.72428844534935277)
(1.6274999636225402, 0.74133017210922425)
(1.8264999591745437, 0.76142590890673012)
(2.1399999521672726, 0.78649089151146723)
(1.9394999566487967, 0.80708033910320542)
(2.4609999449923636, 0.83609647253985742)
(2.2149999504908919, 0.85987067043556487)
(2.5739999424666165, 0.88892370894456574)
(2.3969999464228748, 0.91405831290253758)
(2.8379999365657569, 0.94559833951996741)
(2.6979999396950007, 0.97386288145827438)
(3.296499926317483, 1.0107301361385792)
(3.5059999216347935, 1.0497187265369576)
(3.4744999223388731, 1.0870230526262179)
(3.4339999232441185, 1.1225833082416408)
(3.8399999141693115, 1.1631417650465312)
(3.5929999196901918, 1.1988749732030557)
(4.1394999074749652, 1.241492725873663)
(3.7154999169521035, 1.2768356857462122)
(5.2959998816251757, 1.3334436321670426)
(4.7904998929239806, 1.3814583024553333)
(5.3204998810775574, 1.4354177761350897)
(5.1959998838603498, 1.4862364532665122)
(4.7239998944103716, 1.5294066324817637)
(5.2354998829774555, 1.578171017356707)
(5.5524998758919537, 1.6297856778571647)
(5.4879998773336407, 1.6792499624658375)
(5.8529998691752549, 1.7320822397659565)
(5.2949998816475272, 1.7766187102894766)
(5.5904998750425872, 1.8237036629407495)
(5.8319998696446422, 1.8725853239981141)
(5.0244998876936737, 1.9105601982595064)
(5.8539998691529034, 1.957505908627285)
(5.9809998663142325, 2.0048411316588961)
(6.4229998564347621, 2.0562150703190807)
(6.2119998611509804, 2.1039827115930105)
(6.7984998480416836, 2.1573294972344725)
(6.878999846242368, 2.2103819730660219)
(6.8704998464323577, 2.2621610605478701)
(7.1674998397938907, 2.3160658822978264)
(6.3259998586028816, 2.3596521211707073)
(7.6869998281821612, 2.4169354298482499)
(7.7364998270757495, 2.473526540457053)
(7.2824998372234404, 2.5241473120019626)
(6.7384998493827881, 2.5680468175996793)
(6.8564998467452822, 2.6122576735702525)
(8.1539998177438981, 2.6688060627965147)
(7.7794998261146251, 2.7204292321229597)
(6.9919998437166218, 2.7631449382388964)
(7.1444998403079811, 2.8334249366680155)
(9.2594997930340472, 2.9250649346197015)
(8.4954998101107773, 3.0086899327505376)
(8.0919998191297058, 3.0877249309839674)
(8.9469998000189666, 3.1748649290362367)
(7.9584998221136631, 3.2526399272978299)
(7.9129998231306669, 3.3299299255702639)
(9.1889997946098454, 3.4194499235693367)
(7.5774998306296766, 3.493454921915196)
(8.9014998010359712, 3.580364919972606)
(8.8914998012594886, 3.666814918040298)
(7.513999832049012, 3.7389449164280673)
(10.167499772738665, 3.8338649143064396)
(10.501499765273184, 3.9329799120910467)
(8.90749980090186, 4.0165749102225528)
(8.7244998049922291, 4.0993249083729459)
(8.8774998015724123, 4.1843849064717071)
(9.6869997834786776, 4.2789049043590204)
(10.085999774560332, 4.3749849022114642)
(9.1219997961074117, 4.4607299002949139)
(10.39099976774305, 4.5615348980417467)
(10.188499772269278, 4.6570098959077146)
(11.292499747592956, 4.7656048934804263)
(11.766999736987055, 4.8788048909502093)
(13.940499688405543, 5.0135198879390952)
(13.37449970105663, 5.1422298850622035)
(12.468999721296132, 5.2609598824083799)
(14.305999680235981, 5.3999248793022705)
(15.299999658018351, 5.5464948760261761)
(17.26149961417541, 5.7107898723538959)
(15.672999649681151, 5.8590748690394685)
(22.263999502360821, 6.0714498642925161)
(17.809999601915479, 6.2393598605394356)
(21.367999522387983, 6.4417198560163387)
(23.521499474253506, 6.6675298509690899)
(20.900499532837422, 6.8681898464839897)
(23.412499476689845, 7.0910248415032404)
(21.524499518889932, 7.2935948369754477)
(24.02799946293235, 7.520514831903391)
(23.206499481294305, 7.7416048269616429)
(21.064499529171734, 7.9449598224163047)
(23.229499480780213, 8.1668798174560067)
(23.228999480791391, 8.3866698125433157)
(22.266999502293764, 8.5976198078282167)
(22.127499505411834, 8.8055448031807302)
(22.266999502293764, 9.0144147985121226)
(20.913999532535673, 9.2127247940795485)
(23.574499473068862, 9.4361847890848267)
(22.914999487809837, 9.6506897842902681)
(23.741999469324945, 9.873104779318906)
(26.241999413445591, 10.118684773829765)
(24.794499445799737, 10.349739768665284)
(25.975999419391155, 10.59322476322297)
(25.865999421849846, 10.833619757849725)
(26.280999412573873, 11.075029752453791)
(29.070999350212514, 11.346344746389427)
(28.062499372754246, 11.602359740667046)
(28.66849935920909, 11.866894734754228)
(29.137499348726124, 12.132529728816822)
(32.927999264001848, 12.437839721992612)
(28.571999361366032, 12.695179716240617)
(31.632999292947353, 12.984529709773136)
(28.664999359287322, 13.238214704102834)
(30.541499317344279, 13.508569698059929)
(33.861999243125318, 13.812444691267794)
(33.068999260850248, 14.108794684643858)
(31.09749930491671, 14.38136967855133)
(32.811499266605821, 14.673554672020487)
(34.335499232541771, 14.975514665271152)
(34.831499221455303, 15.286674658316185)
(32.439499274920671, 15.55810965224914)
(32.749999267980456, 15.837704645999706)
(32.593999271467325, 16.110439639903603)
(35.660999202914539, 16.415089633094148)
(35.940999196656051, 16.727259626116606)
(33.136499259341505, 17.006269619880246)
(33.05449926117435, 17.281289613733069)
(32.49099927376956, 17.55131960769743)
(35.170999213866892, 17.844499601144346)
(33.597499249037355, 18.127524594818244)
(36.215499190520497, 18.433774587973019)
(34.890499220136554, 18.724359581477941)
(33.387499253731221, 19.007989575138314)
(33.844499243516474, 19.287894568881949)
(33.222499257419258, 19.560309562792998)
(35.276999211497603, 19.84884955634363)
(35.078499215934428, 20.137514549891467)
(34.731499223690477, 20.416844543647954)
(33.267999256402256, 20.680734537749551)
(34.093999237939713, 20.952969531664625)
(32.320999277569356, 21.204504526042378)
(36.389499186631291, 21.505139519322661)
(35.064999216236174, 21.778919513203206)
(33.976499240566042, 22.041319507338109)
(35.827499199192971, 22.326769500957802)
(34.23499923478812, 22.601734494811854)
(35.275499211531134, 22.885924488459715)
(33.82799924388528, 23.142664482721123)
(31.769999289885163, 23.382569477358835)
(33.907499242108315, 23.651724471342749)
(33.099999260157347, 23.911279465541242)
(34.187999235838653, 24.160564459969287)
(33.010499262157829, 24.405714454489761)
(31.16399930343032, 24.636434449332764)
(33.810499244276436, 24.885069443775343)
(32.488999273814258, 25.130374438292346)
(33.21199925765395, 25.383364432637581)
(32.402999275736512, 25.615504427448844)
(34.889999220147729, 25.888629421344032)
(32.337999277189375, 26.122994416105563)
(31.927499286364764, 26.353354410956612)
(29.118499349150806, 26.569399406127626)
(31.574999294243753, 26.783474401342676)
(31.837499288376421, 26.996834396573714)
(33.554499249998479, 27.243304391064679)
(29.279499345552175, 27.448854386470284)
(31.402499298099428, 27.674104381435555)
(32.721499268617478, 27.904449376286937)
(31.388999298401178, 28.117479371525352)
(31.11949930442497, 28.337454366608526)
(32.753499267902228, 28.561079361610119)
(31.317999299988152, 28.772374356887305)
(31.381999298557638, 28.973269352396951)
(28.977499352302402, 29.145374348550103)
(30.708999313600362, 29.313059344802056)
(30.532499317545444, 29.484639340966947)
(32.063999283313748, 29.680589336587119)
(29.947499330621213, 29.837004333090974)
(32.997999262437226, 30.013984329135159)
